标题,地区,位置,具体位置,均价,平方米每元/单位,总价,类型,面积,标签,室厅数,均价/平方米每元
中建弘阳德信·湾璟壹号,南沙,万顷沙,兴隆路(美的南沙工业园东南侧约250米),20000, 元/㎡(均价),总价180(万/套),售罄,建面 78-119㎡,"车位充足, 绿化率高, 国央企, 品牌房企","3室, 4室","20000,  元/㎡(均价)"
万科城市之光,黄埔,文冲,广东省广州市黄埔区黄埔东路731号,50000, 元/㎡(均价),总价450(万/套),售罄,建面 84-170㎡,"人车分流, 封闭管理, 国央企, 品牌房企","3室, 4室","50000,  元/㎡(均价)"
越秀·星汇文玺,番禺,国际创新城,华南理工大学广州国际校区旁,38000, 元/㎡(均价),总价370(万/套),售罄,建面 78-117㎡,"绿化率高, 人车分流, 国央企, 品牌房企","2室, 3室, 4室","38000,  元/㎡(均价)"
中交国际邮轮广场,南沙,南沙港,广州市南沙区港前大道南沙科技馆对面,24000, 元/㎡(均价),总价845(万/套),售罄,建面 467㎡,"车位充足, 人车分流, 国央企, 品牌房企",1室,"24000,  元/㎡(均价)"
美的江上沄启,南沙,明珠湾,广东省广州市南沙区横沥镇凤凰二桥,30000, 元/㎡(均价),总价300(万/套),售罄,建面 98-140㎡,"人车分流, 封闭管理, 品牌房企, 入户花园","2室, 3室","30000,  元/㎡(均价)"
番禺敏捷广场,番禺,万博,番禺大道北331号,价格待定,,,售罄,,"人车分流, 大型社区, 品牌房企, 近地铁",,价格待定
金地半山风华,增城,永宁,新新大道北金地半山风华,12000, 元/㎡(均价),总价120(万/套),售罄,建面 66-106㎡,"绿化率高, 低密居所, 高品质小区, 养老舒适","2室, 3室","12000,  元/㎡(均价)"
美的江上沄启,南沙,明珠湾,横沥镇晓风印月东三街1号,19500, 元/㎡(均价),总价74(万/套),售罄,建面 37-62㎡,"人车分流, 封闭管理, 品牌房企, 贴心物业","2室, 4室","19500,  元/㎡(均价)"
领南星河荣誉,南沙,南沙港,南沙区英东大道领南星河荣誉销售中心,价格待定,,,售罄,,"车位充足, 人车分流, 品牌房企, 地铁沿线",,价格待定
领南星河荣誉,南沙,南沙港,南沙区英东大道,34000, 元/㎡(均价),总价160(万/套),售罄,,"车位充足, 人车分流, 品牌房企, 健身跑道",,"34000,  元/㎡(均价)"
中建玖玥湾,南沙,南沙港,港前大道北中建玖玥湾,35000, 元/㎡(均价),总价400(万/套),售罄,建面 100-140㎡,"绿化率高, 人车分流, 国央企, 品牌房企","3室, 4室","35000,  元/㎡(均价)"
中交国际邮轮广场,南沙,南沙港,广州市南沙区港前大道南沙科技馆对面,价格待定,,,售罄,,"车位充足, 人车分流, 国央企, 品牌房企",,价格待定
中海联睿品,增城,新塘北,民营大道东（新塘客运站南300米）,30000, 元/㎡(均价),总价150(万/套),售罄,,"车位充足, 人车分流, 地铁沿线, 公交直达",,"30000,  元/㎡(均价)"
合景臻玥广场,黄埔,科学城,广东省广州市黄埔区科翔路76号,55000, 元/㎡(均价),总价1721(万/套),售罄,建面 313-322㎡,"车位充足, 绿化率高, 品牌房企, 贴心物业",5室,"55000,  元/㎡(均价)"
保利越秀·天启,荔湾,鹤洞,广州市荔湾区芳村大道东5-1号、5-2号,50000, 元/㎡(均价),总价600(万/套),售罄,建面 88-119㎡,"人车分流, 封闭管理, 国央企, 品牌房企","2室, 3室, 4室","50000,  元/㎡(均价)"
越秀星寰TOD,番禺,钟村,广州市番禺区钟村街博鸿三路38号,36000, 元/㎡(均价),总价320(万/套),售罄,建面 89-133㎡,"车位充足, 绿化率高, 国央企, 品牌房企","2室, 3室, 4室","36000,  元/㎡(均价)"
铂玥明珠ONE,南沙,明珠湾,广东省广州市南沙区义沙东路,28000, 元/㎡(均价),总价250(万/套),售罄,建面 79-113㎡,"车位充足, 人车分流, 品牌房企, 科技住宅","2室, 3室, 4室","28000,  元/㎡(均价)"
保利南方财经大厦,天河,金融城,天河国际金融城金融方城（近临江大道）,42000, 元/㎡(均价),总价1500(万/套),售罄,建面 353㎡,"人车分流, 封闭管理, 国央企, 品牌房企",6室,"42000,  元/㎡(均价)"
越秀·星汇文玺,番禺,国际创新城,华南理工大学广州国际校区旁,18000, 元/㎡(均价),总价150(万/套),售罄,建面 32-80㎡,"绿化率高, 人车分流, 国央企, 品牌房企","1室, 4室","18000,  元/㎡(均价)"
招商保利海珠天珺,海珠,黄埔村,海珠区新港东路招商保利·海珠天珺项目部,100000, 元/㎡(均价),总价1200(万/套),售罄,建面 137-262㎡,"车位充足, 人车分流, 国央企, 品牌房企",4室,"100000,  元/㎡(均价)"
凯得金融中心,黄埔,科学城,广东省广州市黄埔区科学大道239号,26000, 元/㎡(均价),总价2600(万/套),售罄,建面 1001-1002㎡,"小型社区, 国央企, 品牌房企, 近地铁",1室,"26000,  元/㎡(均价)"
越秀明珠天悦江湾,南沙,明珠湾,庙南路越秀明珠天悦江湾,27000, 元/㎡(均价),总价900(万/套),售罄,,"人车分流, 大型社区, 国央企, 品牌房企",,"27000,  元/㎡(均价)"
星汇城,黄埔,知识城,知识城镇龙地铁站C出口,15000, 元/㎡(均价),总价60(万/套),售罄,,"车位充足, 人车分流, 国央企, 品牌房企",,"15000,  元/㎡(均价)"
保利西悦湾,荔湾,坑口,东漖南路保利西悦湾,价格待定,,,售罄,,"绿化率高, 人车分流, 国央企, 品牌房企",,价格待定
凯德双桥新作,荔湾,大坦沙,广东省广州市荔湾区裕福街35号,50000, 元/㎡(均价),总价450(万/套),售罄,建面 74-128㎡,"绿化率高, 人车分流, 品牌房企, 近地铁","2室, 3室, 4室","50000,  元/㎡(均价)"
保利时代,从化,江浦街,广东省广州市从化区灌村路凤鸣西四街5号,22000, 元/㎡(均价),总价75(万/套),售罄,,"人车分流, 大型社区, 国央企, 品牌房企",,"22000,  元/㎡(均价)"
金地半山风华,增城,永宁,新新大道北金地半山风华,价格待定,,,售罄,,"人车分流, 小型社区, 品牌房企, 公交直达",,价格待定
金地半山风华,增城,永宁,新新大道北金地半山风华,22500, 元/㎡(均价),总价100(万/套),售罄,,"人车分流, 小型社区, 品牌房企, 公交直达",,"22500,  元/㎡(均价)"
招商保利海珠天珺,海珠,黄埔村,新港东路保利海珠天珺,30000, 元/㎡(均价),总价300(万/套),售罄,建面 85-137㎡,"车位充足, 人车分流, 国央企, 品牌房企","3室, 4室","30000,  元/㎡(均价)"
招商保利海珠天珺,海珠,黄埔村,新港东路保利海珠天珺,50000, 元/㎡(均价),总价330(万/套),售罄,,"车位充足, 人车分流, 国央企, 品牌房企",,"50000,  元/㎡(均价)"
保利时光印象,南沙,金洲,金岭南路保利时光印象,18000, 元/㎡(均价),总价130(万/套),售罄,建面 68-118㎡,"绿化率高, 人车分流, 国央企, 品牌房企","3室, 4室","18000,  元/㎡(均价)"
美的江上沄启,南沙,明珠湾,横沥镇晓风印月东三街1号,27000, 元/㎡(均价),总价100(万/套),售罄,,"人车分流, 封闭管理, 品牌房企, 公交直达",,"27000,  元/㎡(均价)"
万科云都荟,白云,三元里,机场路万科云都荟,价格待定,,,售罄,,"小型社区, 国央企, 品牌房企, 近地铁",,价格待定
宏鼎广场,白云,机场路,云城西路宏鼎广场,价格待定,,,售罄,,"小型社区, 品牌房企, 近地铁, 地铁沿线",,价格待定
中国铁建环球中心,南沙,南沙区府,广东省广州市南沙区S358(进港大道),28000, 元/㎡(均价),,售罄,,"大型社区, 国央企, 品牌房企, 近地铁",,"28000,  元/㎡(均价)"
富豪山庄·领峰,番禺,富豪山庄,番禺区东环街市广路232号富豪大厦,30000, 元/㎡(均价),总价159(万/套),售罄,建面 53-107㎡,"车位充足, 低密居所, 地铁沿线, 公交直达",1室,"30000,  元/㎡(均价)"
万科·瑧山府,白云,白云大道南,广东省广州市白云区白云大道788号,78000, 元/㎡(均价),总价936(万/套),售罄,建面 110-193㎡,"车位充足, 人车分流, 国央企, 品牌房企","2室, 3室, 4室","78000,  元/㎡(均价)"
越秀·星汇文玺,番禺,国际创新城,华南理工大学广州国际校区旁,38000, 元/㎡(均价),总价90(万/套),售罄,,"人车分流, 封闭管理, 国央企, 品牌房企",,"38000,  元/㎡(均价)"
中建玖玥湾,南沙,南沙港,南沙-明珠湾/港前大道北与下湾东街交叉口西北320米,17000, 元/㎡(均价),总价76(万/套),售罄,建面 38-65㎡,"绿化率高, 人车分流, 国央企, 品牌房企","1室, 2室, 3室","17000,  元/㎡(均价)"
金侨岭南院,番禺,石楼,莲湖路1号,价格待定,,,售罄,,"小型社区, 公交直达, 超市",,价格待定
越秀滨江樾,海珠,滨江西,滨江西路256号,90000, 元/㎡(均价),总价1800(万/套),售罄,建面 195-298㎡,"车位充足, 小型社区, 国央企, 品牌房企",4室,"90000,  元/㎡(均价)"
珠光小北御景,越秀,小北,越秀北路,价格待定,,,售罄,,"小型社区, 近地铁, 地铁沿线, 已交房超2年",,价格待定
云星汇,白云,江夏,广云路云星汇,价格待定,,,售罄,,"小型社区, 近地铁, 地铁沿线, 已交房2年内",,价格待定
香江健康小镇三期一方小院,增城,派潭镇,达开北路香江健康小镇三期一方小院,价格待定,,,售罄,,"小型社区, 品牌房企, 公交直达, 已交房超2年",,价格待定
中铁诺德·阅泷,白云,江高镇,广花路430号,价格待定,,,售罄,,"车位充足, 人车分流, 国央企, 品牌房企",,价格待定
富力新城,黄埔,开发东区,广东省广州市黄埔区笔村大路85,43000, 元/㎡(均价),总价355(万/套),售罄,建面 71-81㎡,"人车分流, 大型社区, 地铁沿线, 公交直达",1室,"43000,  元/㎡(均价)"
益乐邻里,白云,黄石,机场路益乐邻里,价格待定,,,售罄,,"小型社区, 国央企, 地铁沿线, 公交直达",,价格待定
琶洲One57,海珠,磨碟沙,广东省广州市海珠区新港东路107号,55000, 元/㎡(均价),总价230(万/套),售罄,建面 34-67㎡,"人车分流, 小型社区, 国央企, 品牌房企","1室, 3室","55000,  元/㎡(均价)"
盛禾水悦城,白云,石井,珠岗路盛禾水悦城,价格待定,,,售罄,,"小型社区, 近地铁, 地铁沿线, 已交房超2年",,价格待定
亿凯创智汇,白云,太和,北太路亿凯创智汇,14000, 元/㎡(均价),总价50(万/套),售罄,建面 64㎡,"小型社区, 地铁沿线, 公交直达, 已交房1年内",3室,"14000,  元/㎡(均价)"
嘉裕华庭,番禺,市桥,繁华路170号,价格待定,,,售罄,,"车位充足, 小型社区, 地铁沿线, 公交直达",,价格待定
保利罗兰国际（商业）,黄埔,科学城,开创大道保利罗兰国际,40000, 元/㎡(均价),总价350(万/套),售罄,,"车位充足, 人车分流, 国央企, 品牌房企",,"40000,  元/㎡(均价)"
华润置地润府,白云,嘉禾望岗,鹤龙三路自编4号,价格待定,,,售罄,,"小型社区, 国央企, 品牌房企, 地铁沿线",,价格待定
珠光御景壹號,荔湾,黄沙,黄沙大道15-17号,价格待定,,,售罄,,"车位充足, 大型社区, 国央企, 品牌房企",,价格待定
中建玖玥湾,南沙,南沙港,港前大道北中建玖玥湾,价格待定,,,售罄,,"人车分流, 小型社区, 国央企, 品牌房企",,价格待定
禧都华庭,花都,铁路西,新街大道100号,28000, 元/㎡(均价),总价114(万/套),售罄,建面 40㎡,"人车分流, 小型社区, 品牌房企, 近地铁",1室,"28000,  元/㎡(均价)"
建华广场,白云,机场路,云城东路555号,价格待定,,,售罄,,"品牌房企, 近地铁, 地铁沿线, 已交房超2年",,价格待定
金地云上,增城,中新镇,新新大道 118省道与新墩路交叉口西南220米,20000, 元/㎡(均价),总价95(万/套),售罄,,"车位充足, 人车分流, 品牌房企, 地铁沿线",,"20000,  元/㎡(均价)"
东环万科中心,番禺,市桥北,广州市番禺区东环街东星路90号,价格待定,,,售罄,,"小型社区, 国央企, 品牌房企, 公交直达",,价格待定
南国中心,番禺,汉溪长隆,广东省广州市番禺区南村镇里仁洞村冼庄工业园瑞华汽车城,价格待定,,,售罄,,"小型社区, 公交直达, 已交房2年内, 超市",,价格待定
力迅·西关雅筑,荔湾,西华路,中山七路与康王北路交汇处,价格待定,,,售罄,,"人车分流, 小型社区, 品牌房企, 近地铁",,价格待定
星樾山畔TOD,黄埔,科学城,地铁7号线2期水西北站旁(敏捷广场旁),40000, 元/㎡(均价),总价200(万/套),售罄,,"车位充足, 人车分流, 国央企, 品牌房企",,"40000,  元/㎡(均价)"
金地天河峯睿,天河,车陂,健明五路与广棠路交叉路口东北侧(国六宝肉菜市场南侧约100米),价格待定,,,售罄,,"车位充足, 小型社区, 品牌房企, 近地铁",,价格待定
中建弘阳德信湾璟壹号,南沙,万顷沙,兴隆路(美的南沙工业园东南侧约250米),价格待定,,,售罄,,"车位充足, 小型社区, 国央企, 品牌房企",,价格待定
珠江壹号,海珠,广州大道南,逸景路353号,价格待定,,,售罄,,"大型社区, 多轨交汇, 地铁沿线, 超市",,价格待定
鸿成珠江玥,南沙,万顷沙,珠江路一巷1号,价格待定,,,售罄,,"小型社区, 地铁沿线, 公交直达, 已交房超2年",,价格待定
长兴智汇商务中心,天河,五山,广州市天河区长福路219号,价格待定,,,售罄,,"小型社区, 近地铁, 地铁沿线, 已交房超2年",,价格待定
颐和盛世,花都,炭步,炭步镇817乡道,价格待定,,,售罄,,"大型社区, 国央企, 品牌房企, 已交房超2年",,价格待定
禧都华庭,花都,铁路西,工业大道17号之二,28000, 元/㎡(均价),总价114(万/套),售罄,建面 40㎡,"人车分流, 小型社区, 品牌房企, 地铁沿线",1室,"28000,  元/㎡(均价)"
保利雅郡,荔湾,广钢新城,鹤洞路保利雅郡,45000, 元/㎡(均价),总价398(万/套),售罄,建面 69-109㎡,"绿化率高, 人车分流, 国央企, 品牌房企","3室, 4室","45000,  元/㎡(均价)"
叠翠峰,南沙,南沙区府,南沙凤凰大道与丰泽西路交汇处叠翠峰,35000, 元/㎡(均价),,售罄,,"大型社区, 近地铁, 地铁沿线, 综合商场",,"35000,  元/㎡(均价)"
云星钱隆天誉,从化,太平镇,高技术产业园丰盈路7号,18000, 元/㎡(均价),,售罄,,"品牌房企, 地铁沿线, 公交直达, 已交房超2年",,"18000,  元/㎡(均价)"
龙光·玖龙湖,四会,大旺,肇庆市大旺高新区大旺大道龙光·玖龙湖,6500, 元/㎡(均价),总价30(万/套),售罄,建面 39-78㎡,"楼盘, 人车分流, 大型社区, 品牌房企","2室, 3室","6500,  元/㎡(均价)"
碧桂园翡翠郡,四会,大旺,广东省肇庆市四会东城街道上元塘5号,5300, 元/㎡(均价),,售罄,建面 87-116㎡,"楼盘, 绿化率高, 人车分流, 品牌房企","3室, 4室","5300,  元/㎡(均价)"
保利爱乐小镇,四会市,大旺广场,肇庆市大旺高新区大旺大道和文德七街交汇处,5800, 元/㎡(均价),总价50(万/套),售罄,建面 71-143㎡,"楼盘, 人车分流, 大型社区, 国央企","2室, 3室, 4室","5800,  元/㎡(均价)"
龙光玖誉城,鼎湖区,鼎湖,新区·核芯商务区中央绿轴旁,9300, 元/㎡(均价),总价90(万/套),售罄,建面 82-121㎡,"楼盘, 人车分流, 大型社区, 品牌房企","2室, 3室, 4室","9300,  元/㎡(均价)"
碧桂园明珠花园,四会,大旺,广东省肇庆市四会市东城街道上元塘5号（碧桂园翡翠郡售楼中心）,5500, 元/㎡(均价),总价50(万/套),售罄,建面 87-98㎡,"楼盘, 绿化率高, 人车分流, 品牌房企",3室,"5500,  元/㎡(均价)"
恒大名都,四会,大旺,元塘路与文元路交叉口西北,6400, 元/㎡(均价),总价50(万/套),售罄,建面 108-132㎡,"楼盘, 人车分流, 大型社区, 品牌房企","3室, 4室","6400,  元/㎡(均价)"
新鸿基御华园,花都,狮岭镇,广州花都狮岭狮岭大道东1号,15000, 元/㎡(均价),总价88-180(万/套),在售,建面 67-119㎡,"低单价, 低总价, 人车分流, 大型社区","2室, 3室","15000,  元/㎡(均价)"
荔富湖畔,增城,朱村,朱村街朱村大道东88号,14000, 元/㎡(均价),总价142-235(万/套),在售,建面 104-168㎡,"车位充足, 绿化率高, 品牌房企, 入户花园","3室, 4室","14000,  元/㎡(均价)"
大城云山,从化,太平镇,广从南路1033号,13000, 元/㎡(均价),总价250(万/套),在售,建面 121-142㎡,"绿化率高, 低密居所, 置换改善, 高品质小区",3室,"13000,  元/㎡(均价)"
湾际·滨江,南沙,进港大道,滨海路和倚涛三街交汇处,26000, 元/㎡(均价),总价180-350(万/套),在售,建面 89-172㎡,"低总价, 人车分流, 大型社区, 品牌房企","3室, 5室, 6室","26000,  元/㎡(均价)"
南沙金茂湾,南沙,明珠湾,南沙明珠湾灵山岛尖沙嘴中路以南,16000, 元/㎡(均价),总价455(万/套),在售,建面 138-230㎡,"车位充足, 大型社区, 国央企, 品牌房企",1室,"16000,  元/㎡(均价)"
顺欣花园,增城,新塘北,荔新十二路98号,14800, 元/㎡(均价),总价124.3-226(万/套),在售,建面 80-138㎡,"人车分流, 大型社区, 儿童乐园, 地铁沿线","2室, 3室, 4室","14800,  元/㎡(均价)"
